age,region,urban_rural,education_level,employment_status,monthly_income_tzs,family_size,distance_to_hospital_km,distance_to_school_km,access_to_clean_water,electricity_access,housing_type,years_of_education,number_of_rooms,health_insurance,health_score,education_score,housing_score,quality_of_life_score
30,Mbeya,Urban,Primary,Private Sector,1880832,4,1.95,14.41,0,1,Brick/Iron Sheet,11,3,0,100.0,23.96,100.0,73.39
29,Kilimanjaro,Urban,College,Self-employed,2777270,9,11.88,0.25,1,0,Brick/Iron Sheet,9,1,1,100.0,100.0,100.0,100.0
48,Dar es Salaam,Urban,Secondary,Self-employed,2464825,2,9.58,9.49,1,1,Brick/Iron Sheet,5,1,0,100.0,77.0,100.0,91.95
63,Mbeya,Urban,No Education,Self-employed,2553894,9,6.59,30.13,1,1,Brick/Iron Sheet,7,2,0,100.0,0.0,100.0,65.0
19,Kilimanjaro,Rural,Primary,Government,857582,9,4.95,10.9,0,0,Mud/Thatch,12,4,0,85.36,14.32,50.39,50.0
68,Dar es Salaam,Rural,University,Self-employed,2280139,5,23.98,8.32,1,1,Brick/Iron Sheet,1,1,0,100.0,100.0,100.0,100.0
67,Kilimanjaro,Rural,College,Private Sector,1532672,1,0.3,2.34,0,0,Mud/Thatch,9,5,0,100.0,92.63,100.0,97.42
52,Zanzibar,Rural,University,Self-employed,664174,7,14.66,1.32,1,0,Brick/Iron Sheet,3,4,1,100.0,100.0,90.81,97.24
40,Dodoma,Rural,Secondary,Self-employed,1722563,4,23.22,6.64,1,0,Mud/Thatch,11,1,0,100.0,63.77,71.23,78.69
34,Mtwara,Urban,Primary,Unemployed,1749260,9,5.91,1.82,0,1,Brick/Iron Sheet,17,5,0,100.0,55.23,100.0,84.33
43,Mbeya,Urban,Primary,Unemployed,1763542,6,8.0,0.97,1,1,Mud/Thatch,6,2,0,100.0,54.74,87.04,80.27
25,Mbeya,Rural,Primary,Government,2746719,3,28.91,7.72,1,1,Concrete/Modern,3,5,0,100.0,63.08,100.0,87.08
46,Morogoro,Urban,No Education,Private Sector,2628474,6,2.39,1.87,1,0,Brick/Iron Sheet,6,1,0,100.0,22.54,100.0,72.89
43,Tanga,Rural,Primary,Self-employed,2307928,6,7.34,12.29,1,1,Brick/Iron Sheet,9,3,0,100.0,35.2,100.0,77.32
27,Zanzibar,Rural,Primary,Government,2565596,5,6.44,9.18,1,0,Concrete/Modern,14,1,1,100.0,37.93,100.0,78.28
43,Zanzibar,Urban,Primary,Self-employed,310809,2,2.99,9.41,1,1,Brick/Iron Sheet,11,3,0,97.11,15.13,100.0,69.28
51,Arusha,Urban,University,Student,1320192,2,17.07,7.38,0,0,Concrete/Modern,0,2,0,83.87,93.1,100.0,91.94
68,Kilimanjaro,Rural,Primary,Self-employed,1513967,7,22.99,10.64,1,0,Mud/Thatch,17,2,0,89.97,10.46,80.52,59.3
58,Tanga,Urban,College,Self-employed,633285,2,15.23,8.19,0,0,Brick/Iron Sheet,15,4,1,72.0,84.99,87.57,81.22
24,Dodoma,Urban,Secondary,Self-employed,972143,6,2.17,4.61,1,1,Brick/Iron Sheet,4,4,0,100.0,83.27,100.0,94.15
21,Dodoma,Rural,Primary,Unemployed,2762300,5,0.91,1.75,0,1,Concrete/Modern,3,3,0,100.0,58.81,100.0,85.58
67,Zanzibar,Rural,Primary,Unemployed,1782978,4,9.3,10.96,1,1,Brick/Iron Sheet,5,3,0,100.0,39.9,100.0,78.97
62,Dodoma,Urban,No Education,Private Sector,2834658,7,0.59,9.18,1,1,Concrete/Modern,16,2,0,100.0,20.89,100.0,72.31
28,Morogoro,Rural,Primary,Government,2719222,8,11.17,3.2,1,1,Brick/Iron Sheet,6,5,0,100.0,46.89,100.0,81.41
46,Mbeya,Rural,Secondary,Private Sector,2035772,4,7.56,0.2,1,1,Concrete/Modern,6,3,1,100.0,93.27,100.0,97.64
53,Mwanza,Rural,No Education,Unemployed,2304193,1,10.87,5.09,1,1,Brick/Iron Sheet,8,3,0,100.0,29.81,100.0,75.43
42,Mtwara,Rural,Primary,Self-employed,474368,1,8.92,0.26,1,0,Mud/Thatch,12,5,0,98.95,26.03,100.0,73.74
38,Arusha,Rural,Primary,Unemployed,2522952,1,5.49,13.04,1,0,Concrete/Modern,13,4,0,100.0,38.31,100.0,78.41
53,Kilimanjaro,Rural,University,Unemployed,2913590,1,2.24,16.3,1,1,Concrete/Modern,15,4,0,100.0,100.0,100.0,100.0
27,Mtwara,Rural,Secondary,Private Sector,2679014,5,3.65,1.05,0,1,Brick/Iron Sheet,8,3,0,100.0,99.73,100.0,99.91
54,Kilimanjaro,Urban,Secondary,Self-employed,1961663,4,7.43,5.64,1,0,Mud/Thatch,14,4,1,100.0,70.49,91.02,86.98
26,Dar es Salaam,Rural,No Education,Unemployed,1269694,9,10.55,0.48,1,1,Mud/Thatch,4,4,1,100.0,16.52,72.41,62.51
41,Mtwara,Urban,Secondary,Unemployed,2896113,3,15.12,6.54,1,1,Brick/Iron Sheet,17,4,1,100.0,98.72,100.0,99.55
52,Mwanza,Urban,Secondary,Student,1151690,7,14.57,2.13,1,0,Mud/Thatch,7,2,1,100.0,58.03,58.3,72.8
66,Zanzibar,Urban,Secondary,Unemployed,149768,8,36.0,5.71,1,1,Brick/Iron Sheet,14,1,0,66.16,59.91,88.5,70.67
52,Morogoro,Rural,University,Self-employed,1561820,6,3.37,2.33,1,1,Brick/Iron Sheet,8,3,0,100.0,100.0,100.0,100.0
65,Mbeya,Rural,Primary,Self-employed,1073069,1,0.74,0.79,0,1,Brick/Iron Sheet,5,3,0,78.13,39.72,100.0,71.25
53,Mbeya,Urban,University,Unemployed,2280275,8,4.24,2.61,0,0,Mud/Thatch,3,2,0,100.0,100.0,76.22,92.87
35,Morogoro,Urban,College,Unemployed,2363557,3,13.6,0.6,1,1,Brick/Iron Sheet,10,1,1,100.0,100.0,100.0,100.0
66,Tanga,Rural,No Education,Self-employed,2200326,8,5.76,4.3,1,1,Brick/Iron Sheet,9,1,1,100.0,25.93,100.0,74.07
56,Dar es Salaam,Rural,Primary,Private Sector,217769,4,17.03,0.21,0,1,Brick/Iron Sheet,2,2,1,65.26,43.38,69.76,58.95
49,Kilimanjaro,Urban,University,Self-employed,397542,8,7.97,3.75,1,1,Brick/Iron Sheet,0,5,0,89.13,95.79,100.0,94.72
41,Mwanza,Rural,No Education,Private Sector,2626297,1,26.56,10.87,1,0,Brick/Iron Sheet,11,5,0,100.0,19.89,100.0,71.96
40,Dodoma,Rural,Secondary,Student,1534269,3,29.54,9.1,1,1,Brick/Iron Sheet,14,1,0,100.0,75.02,100.0,91.26
49,Mtwara,Rural,University,Private Sector,866868,6,0.72,10.72,1,0,Concrete/Modern,14,5,0,91.71,86.61,100.0,92.41
54,Dar es Salaam,Urban,Secondary,Self-employed,1335069,9,6.1,12.76,1,1,Brick/Iron Sheet,13,5,0,79.85,66.72,100.0,81.3
29,Mtwara,Rural,Primary,Self-employed,2794075,2,9.41,0.55,1,1,Concrete/Modern,6,5,0,100.0,72.03,100.0,90.21
66,Mwanza,Rural,Secondary,Private Sector,1958768,1,2.96,0.69,1,1,Brick/Iron Sheet,16,1,1,95.88,89.91,100.0,95.03
30,Arusha,Rural,Primary,Private Sector,1028864,3,5.23,4.07,1,1,Concrete/Modern,6,5,1,100.0,32.5,100.0,76.38
40,Arusha,Rural,Secondary,Self-employed,1814249,4,11.32,11.22,1,1,Mud/Thatch,2,3,0,100.0,65.57,96.29,86.84
42,Dar es Salaam,Rural,No Education,Private Sector,867166,5,2.57,18.32,1,0,Brick/Iron Sheet,2,1,0,100.0,0.0,86.64,60.99
52,Zanzibar,Urban,Secondary,Unemployed,2414222,3,9.21,0.24,1,1,Brick/Iron Sheet,17,2,0,100.0,90.8,100.0,96.78
58,Mwanza,Rural,Secondary,Self-employed,499017,2,11.96,2.2,1,0,Brick/Iron Sheet,13,5,0,70.41,55.73,100.0,74.15
47,Mwanza,Rural,Secondary,Self-employed,1031775,2,0.95,1.2,1,1,Brick/Iron Sheet,2,4,1,100.0,71.23,100.0,89.93
34,Morogoro,Urban,Secondary,Unemployed,1557867,7,6.88,7.05,1,0,Brick/Iron Sheet,6,1,0,100.0,67.82,100.0,88.74
66,Zanzibar,Rural,Secondary,Unemployed,1644247,9,3.05,5.11,0,1,Brick/Iron Sheet,6,2,0,97.95,61.7,93.37,83.89
37,Kilimanjaro,Urban,Secondary,Private Sector,2566511,2,12.89,0.64,1,1,Brick/Iron Sheet,4,3,0,100.0,89.86,100.0,96.45
65,Kilimanjaro,Urban,No Education,Self-employed,947374,7,2.1,3.3,1,1,Brick/Iron Sheet,2,2,0,100.0,15.09,97.2,69.44
42,Dodoma,Rural,Secondary,Self-employed,2341085,7,22.28,5.78,1,0,Concrete/Modern,17,5,1,100.0,77.0,100.0,91.95
39,Mbeya,Rural,Primary,Self-employed,1348749,7,5.64,7.55,1,1,Brick/Iron Sheet,14,4,0,95.15,30.31,100.0,73.91
30,Arusha,Rural,University,Self-employed,2699098,3,2.21,0.1,1,1,Brick/Iron Sheet,13,5,1,100.0,100.0,100.0,100.0
36,Kilimanjaro,Urban,No Education,Unemployed,776337,7,5.76,11.06,1,1,Brick/Iron Sheet,3,2,0,94.49,8.07,100.0,65.9
66,Zanzibar,Rural,Primary,Private Sector,2123553,1,5.26,4.21,1,1,Concrete/Modern,7,1,1,100.0,42.42,100.0,79.85
53,Mwanza,Urban,Secondary,Private Sector,1366302,1,5.6,8.35,0,1,Brick/Iron Sheet,12,4,0,97.57,75.62,100.0,90.62
29,Kilimanjaro,Rural,Primary,Private Sector,2196419,5,8.81,8.25,1,1,Brick/Iron Sheet,7,4,0,100.0,39.62,100.0,78.87
58,Mwanza,Rural,No Education,Private Sector,192172,2,7.36,1.05,1,0,Mud/Thatch,14,2,0,76.82,9.38,65.63,49.86
36,Kilimanjaro,Rural,Secondary,Self-employed,770990,9,1.62,0.58,1,1,Brick/Iron Sheet,16,5,0,100.0,76.16,100.0,91.66
29,Arusha,Rural,Secondary,Unemployed,644344,7,0.68,6.39,1,1,Brick/Iron Sheet,4,2,1,88.12,59.08,99.89,81.49
26,Mtwara,Urban,Secondary,Self-employed,1287030,4,13.07,0.85,1,1,Brick/Iron Sheet,3,4,0,100.0,62.46,100.0,86.86
24,Kilimanjaro,Rural,Primary,Unemployed,1204315,4,8.2,9.48,1,0,Concrete/Modern,10,2,1,100.0,31.01,100.0,75.85
45,Zanzibar,Rural,Secondary,Student,148639,2,4.45,6.48,1,1,Brick/Iron Sheet,17,4,0,84.75,58.22,100.0,80.04
31,Kilimanjaro,Rural,Primary,Unemployed,2650206,5,16.52,9.22,0,1,Brick/Iron Sheet,9,5,1,100.0,50.98,100.0,82.84
48,Mbeya,Rural,Secondary,Unemployed,2636409,4,4.91,1.78,1,0,Brick/Iron Sheet,16,1,0,100.0,88.01,100.0,95.81
69,Arusha,Urban,Secondary,Government,2984576,1,15.89,1.9,1,1,Brick/Iron Sheet,14,1,1,100.0,81.48,100.0,93.52
36,Zanzibar,Urban,Secondary,Government,696682,8,3.65,5.56,1,0,Brick/Iron Sheet,5,2,1,96.31,61.77,85.71,81.04
64,Morogoro,Rural,Primary,Private Sector,429801,3,0.76,0.16,0,0,Brick/Iron Sheet,15,4,0,70.36,40.0,76.0,61.43
33,Zanzibar,Urban,No Education,Unemployed,1980164,6,26.98,6.48,0,1,Brick/Iron Sheet,14,1,0,86.53,20.92,98.13,67.05
22,Mbeya,Urban,Primary,Unemployed,282447,4,5.02,9.03,1,1,Mud/Thatch,7,4,0,68.65,14.25,76.15,51.86
52,Mtwara,Rural,No Education,Self-employed,2545738,9,15.74,2.68,0,0,Brick/Iron Sheet,8,5,0,100.0,30.67,100.0,75.73
29,Arusha,Rural,Primary,Unemployed,774932,7,3.27,7.24,0,1,Brick/Iron Sheet,10,2,0,91.2,35.32,90.34,71.39
42,Morogoro,Rural,Secondary,Unemployed,480069,9,10.39,0.96,0,1,Brick/Iron Sheet,1,4,0,55.12,72.81,98.02,74.18
69,Mbeya,Rural,Primary,Self-employed,104136,3,20.66,1.94,1,1,Brick/Iron Sheet,12,2,1,87.14,25.96,94.35,67.89
38,Mbeya,Rural,University,Government,2259020,1,0.43,18.31,1,1,Mud/Thatch,3,4,1,100.0,100.0,100.0,100.0
53,Dar es Salaam,Urban,No Education,Self-employed,2541559,5,17.76,21.46,0,1,Mud/Thatch,8,4,1,100.0,0.0,96.98,64.09
40,Arusha,Urban,Secondary,Private Sector,210957,3,8.47,3.59,0,1,Brick/Iron Sheet,4,5,0,56.5,54.93,88.78,65.64
33,Zanzibar,Urban,Secondary,Private Sector,639767,6,9.35,13.61,1,0,Brick/Iron Sheet,2,2,1,100.0,56.11,81.04,78.95
56,Mwanza,Rural,Primary,Self-employed,219392,8,7.41,3.7,1,1,Brick/Iron Sheet,2,3,0,59.65,37.32,83.01,58.84
62,Mtwara,Rural,No Education,Private Sector,760183,4,20.75,1.72,0,1,Brick/Iron Sheet,5,4,0,53.81,12.35,100.0,53.15
59,Mwanza,Rural,Secondary,Self-employed,2977668,5,0.44,1.55,1,1,Concrete/Modern,9,4,0,100.0,100.0,100.0,100.0
56,Zanzibar,Rural,Primary,Unemployed,1350104,5,3.02,13.26,1,0,Brick/Iron Sheet,4,1,1,100.0,31.71,97.76,75.43
31,Zanzibar,Rural,University,Private Sector,906017,4,20.86,0.95,1,1,Mud/Thatch,2,2,1,93.17,100.0,69.36,88.42
48,Arusha,Urban,Secondary,Unemployed,2083352,4,13.96,4.33,1,0,Brick/Iron Sheet,6,3,0,100.0,72.59,100.0,90.41
22,Zanzibar,Rural,University,Student,1961627,4,0.18,4.05,1,1,Mud/Thatch,17,5,1,100.0,100.0,100.0,100.0
52,Dar es Salaam,Urban,Primary,Unemployed,961501,4,7.28,6.73,1,0,Concrete/Modern,7,3,0,92.91,24.22,100.0,70.99
40,Morogoro,Urban,Secondary,Private Sector,365864,4,7.54,3.46,1,1,Mud/Thatch,0,5,1,93.14,74.76,70.33,79.86
46,Zanzibar,Urban,Secondary,Self-employed,381411,5,5.12,1.59,1,1,Brick/Iron Sheet,3,3,0,82.9,56.23,100.0,78.69
60,Mwanza,Rural,Secondary,Unemployed,1295344,2,3.53,0.93,1,1,Mud/Thatch,6,3,0,99.19,80.49,100.0,92.89
28,Zanzibar,Rural,Primary,Unemployed,785328,2,11.45,4.85,0,0,Concrete/Modern,13,2,0,79.33,34.52,100.0,69.85
35,Dar es Salaam,Urban,Secondary,Private Sector,2512660,9,2.33,6.35,1,0,Brick/Iron Sheet,12,1,0,100.0,87.35,100.0,95.57
64,Kilimanjaro,Urban,Primary,Government,516561,2,16.04,4.21,1,0,Concrete/Modern,9,3,0,76.29,32.76,100.0,68.17
29,Kilimanjaro,Rural,Secondary,Government,151567,6,16.25,6.7,0,0,Mud/Thatch,17,4,0,77.06,48.07,30.98,53.09
26,Mbeya,Urban,Primary,Self-employed,2288381,2,5.37,0.76,1,1,Mud/Thatch,0,4,0,100.0,53.48,100.0,83.72
27,Mtwara,Rural,College,Private Sector,1625450,5,3.33,10.71,0,0,Mud/Thatch,3,4,1,100.0,80.15,66.62,83.04
61,Dodoma,Rural,No Education,Private Sector,1869361,4,3.34,4.37,0,1,Concrete/Modern,15,1,1,100.0,26.21,100.0,74.17
34,Morogoro,Rural,College,Private Sector,707132,7,6.58,0.68,0,0,Concrete/Modern,15,3,0,84.31,92.51,100.0,91.89
55,Tanga,Rural,College,Self-employed,1312567,7,12.71,3.1,1,1,Mud/Thatch,17,5,1,100.0,84.79,83.32,89.67
24,Mbeya,Urban,College,Private Sector,1730060,6,4.45,9.31,0,1,Mud/Thatch,7,5,0,93.78,90.56,71.62,86.0
63,Mtwara,Rural,Secondary,Government,2837040,5,9.42,11.39,1,0,Brick/Iron Sheet,9,2,1,100.0,77.88,100.0,92.26
30,Kilimanjaro,Rural,Primary,Self-employed,724913,1,4.82,1.54,1,1,Mud/Thatch,15,1,0,95.97,38.05,77.17,70.06
57,Mwanza,Rural,University,Government,1621193,3,3.63,6.21,1,0,Mud/Thatch,10,3,0,98.9,84.62,89.79,91.17
59,Tanga,Urban,Primary,Private Sector,1017999,9,0.25,0.53,0,0,Mud/Thatch,5,4,0,90.29,37.82,47.33,59.04
26,Mtwara,Rural,Secondary,Unemployed,2133764,1,0.04,0.17,1,1,Mud/Thatch,0,1,1,100.0,74.2,82.64,85.76
67,Mtwara,Rural,Secondary,Unemployed,494768,5,2.58,4.11,1,1,Brick/Iron Sheet,11,1,0,87.28,50.64,100.0,78.27
44,Mbeya,Urban,Secondary,Self-employed,151272,2,5.22,5.93,1,1,Mud/Thatch,5,3,1,65.09,66.13,80.69,70.14
19,Tanga,Rural,Primary,Self-employed,2626221,4,19.06,7.94,1,1,Brick/Iron Sheet,12,2,0,100.0,69.52,100.0,89.33
22,Arusha,Rural,Secondary,Government,349264,1,16.02,2.08,1,1,Concrete/Modern,16,2,0,100.0,76.29,100.0,91.7
46,Dodoma,Rural,College,Unemployed,2885436,3,3.11,0.03,1,1,Brick/Iron Sheet,0,2,0,100.0,92.92,100.0,97.52
54,Arusha,Urban,No Education,Government,336538,7,2.8,3.27,1,1,Brick/Iron Sheet,7,4,1,91.49,2.08,90.68,59.96
55,Tanga,Rural,College,Government,2776115,3,2.58,0.08,0,1,Mud/Thatch,7,4,0,100.0,100.0,100.0,100.0
36,Arusha,Rural,No Education,Unemployed,615447,4,4.14,0.48,1,0,Brick/Iron Sheet,10,3,1,100.0,0.0,94.89,63.47
25,Dar es Salaam,Rural,Primary,Government,253706,2,6.9,1.98,1,0,Brick/Iron Sheet,13,2,0,86.09,33.29,91.02,69.09
65,Kilimanjaro,Urban,No Education,Student,2536300,3,5.77,2.87,1,1,Brick/Iron Sheet,9,3,1,100.0,24.57,100.0,73.6
62,Dar es Salaam,Rural,No Education,Private Sector,1073902,9,2.46,1.64,1,1,Mud/Thatch,14,2,0,100.0,3.97,68.49,56.94
18,Zanzibar,Urban,College,Private Sector,853818,3,1.4,4.36,1,0,Concrete/Modern,6,1,0,100.0,65.55,100.0,87.94
39,Arusha,Rural,Primary,Student,927150,5,0.13,0.28,1,1,Mud/Thatch,6,5,0,100.0,38.97,78.9,72.31
69,Zanzibar,Rural,Primary,Private Sector,1886852,2,1.67,0.78,0,0,Brick/Iron Sheet,9,5,0,85.05,47.76,100.0,76.48
34,Mwanza,Urban,Primary,Self-employed,2486166,4,12.22,5.94,0,1,Concrete/Modern,3,2,0,100.0,50.0,100.0,82.5
24,Morogoro,Rural,Secondary,Government,938489,7,2.79,0.77,0,0,Brick/Iron Sheet,17,3,1,98.57,76.74,83.29,86.34
42,Mwanza,Urban,Secondary,Private Sector,1228371,7,6.32,5.11,1,1,Brick/Iron Sheet,9,4,0,90.62,72.33,99.11,86.77
62,Tanga,Rural,Primary,Private Sector,442553,3,8.95,0.28,1,1,Concrete/Modern,13,2,0,91.65,36.25,100.0,74.76
21,Mtwara,Rural,Primary,Self-employed,142137,5,21.79,2.62,1,0,Brick/Iron Sheet,12,2,0,86.34,20.96,71.36,58.96
53,Kilimanjaro,Rural,College,Private Sector,1541945,1,21.97,0.98,1,1,Mud/Thatch,14,4,0,88.47,84.79,100.0,90.64
23,Arusha,Urban,Primary,Unemployed,238925,1,13.69,0.58,1,1,Concrete/Modern,15,2,0,68.24,27.79,100.0,63.61
48,Mbeya,Rural,Primary,Government,2733819,5,0.36,4.19,1,0,Brick/Iron Sheet,1,1,0,100.0,61.93,100.0,86.67
36,Morogoro,Urban,Primary,Self-employed,1033296,9,8.56,13.18,1,0,Concrete/Modern,3,4,1,94.15,27.48,100.0,72.57
61,Dodoma,Urban,Secondary,Unemployed,2318321,1,15.45,0.28,1,0,Mud/Thatch,17,1,0,100.0,85.07,88.0,91.17
56,Dodoma,Rural,Primary,Self-employed,1318015,1,0.17,2.74,1,1,Brick/Iron Sheet,16,5,1,100.0,40.12,100.0,79.04
44,Dodoma,Urban,Secondary,Unemployed,475233,4,7.98,6.15,0,1,Brick/Iron Sheet,9,4,0,80.32,70.46,75.81,75.52
27,Arusha,Rural,Primary,Private Sector,1080960,4,19.5,3.11,1,0,Concrete/Modern,8,4,0,100.0,28.06,100.0,74.82
43,Dodoma,Rural,University,Government,1683913,2,6.43,8.21,1,1,Brick/Iron Sheet,14,3,0,100.0,96.52,100.0,98.78
36,Dar es Salaam,Urban,Primary,Government,2660272,9,0.04,0.99,0,0,Mud/Thatch,11,3,1,100.0,54.37,71.0,75.33
56,Morogoro,Urban,Secondary,Unemployed,1834635,9,0.11,16.04,1,1,Brick/Iron Sheet,8,4,0,100.0,41.82,100.0,79.64
20,Dar es Salaam,Rural,Primary,Unemployed,2057792,2,5.39,2.43,1,0,Mud/Thatch,13,5,1,100.0,38.61,100.0,78.51
62,Mtwara,Urban,Primary,Government,934123,9,1.68,2.09,1,1,Concrete/Modern,12,2,0,94.63,39.32,100.0,76.88
30,Morogoro,Rural,Secondary,Government,1316688,6,10.92,10.38,0,1,Concrete/Modern,5,3,1,100.0,58.9,100.0,85.62
67,Dar es Salaam,Rural,Primary,Self-employed,2970967,8,12.34,4.15,1,1,Brick/Iron Sheet,3,5,0,100.0,50.58,100.0,82.7
45,Morogoro,Rural,College,Self-employed,324062,4,1.96,3.63,1,1,Concrete/Modern,16,5,0,70.28,99.07,100.0,89.28
37,Mtwara,Rural,College,Self-employed,2255138,2,21.94,6.49,0,1,Mud/Thatch,2,3,0,95.89,100.0,86.55,94.53
45,Zanzibar,Urban,College,Government,531978,2,5.83,4.34,1,0,Brick/Iron Sheet,13,2,0,96.6,92.53,100.0,96.2
25,Arusha,Urban,No Education,Private Sector,1827536,9,1.54,0.89,0,1,Brick/Iron Sheet,16,3,0,100.0,21.15,100.0,72.4
58,Arusha,Rural,Secondary,Self-employed,1889639,1,14.45,5.61,0,1,Brick/Iron Sheet,12,5,0,93.32,71.58,100.0,87.71
56,Dodoma,Rural,Primary,Self-employed,1253891,7,15.61,0.72,0,1,Mud/Thatch,8,1,1,86.16,59.28,59.69,68.81
18,Mwanza,Rural,College,Government,2516500,3,10.2,8.2,0,1,Concrete/Modern,0,3,0,91.67,98.55,100.0,96.58
20,Dodoma,Urban,Secondary,Unemployed,802214,3,19.2,22.9,1,1,Mud/Thatch,16,5,0,87.66,30.19,82.8,66.09
30,Tanga,Urban,College,Self-employed,1616589,2,13.37,2.37,0,1,Brick/Iron Sheet,15,3,0,95.87,89.68,100.0,94.95
45,Dar es Salaam,Urban,Primary,Private Sector,1888205,6,21.39,2.94,1,0,Mud/Thatch,17,5,0,90.88,41.87,83.66,71.56
66,Morogoro,Rural,Secondary,Unemployed,2892291,2,5.69,0.24,1,1,Concrete/Modern,1,2,0,100.0,93.39,100.0,97.69
42,Mwanza,Rural,No Education,Unemployed,1860143,4,13.77,0.07,1,1,Mud/Thatch,13,5,0,100.0,24.15,95.13,71.99
50,Mtwara,Rural,Secondary,Government,325687,9,83.0,12.72,1,1,Brick/Iron Sheet,16,4,1,51.7,47.71,97.42,64.02
55,Tanga,Rural,Primary,Government,1444700,9,12.91,0.69,1,1,Brick/Iron Sheet,2,1,0,100.0,67.13,100.0,88.5
23,Mtwara,Urban,Secondary,Government,2342365,6,1.21,2.95,1,1,Brick/Iron Sheet,1,5,0,100.0,73.17,100.0,90.61
61,Arusha,Rural,Secondary,Government,2861856,4,7.3,8.45,0,0,Brick/Iron Sheet,7,3,0,100.0,81.33,100.0,93.47
62,Arusha,Rural,Secondary,Private Sector,2171088,7,8.85,11.01,1,1,Brick/Iron Sheet,1,3,0,100.0,66.38,100.0,88.23
49,Dodoma,Rural,Primary,Government,2213048,1,1.91,3.66,1,1,Brick/Iron Sheet,1,5,0,100.0,51.32,100.0,82.96
62,Dar es Salaam,Rural,Secondary,Self-employed,2286505,4,32.94,4.16,1,1,Concrete/Modern,8,4,0,100.0,89.15,100.0,96.2
64,Mwanza,Rural,Primary,Private Sector,129813,5,1.93,5.54,0,0,Mud/Thatch,5,5,0,65.32,8.73,40.34,38.02
38,Kilimanjaro,Rural,Primary,Student,766041,8,1.95,16.27,1,0,Brick/Iron Sheet,11,2,0,95.59,5.69,75.08,57.97
33,Tanga,Urban,No Education,Self-employed,1876839,2,24.67,4.61,1,0,Brick/Iron Sheet,8,4,1,100.0,10.78,100.0,68.77
38,Tanga,Urban,Primary,Self-employed,1546374,5,6.26,4.1,1,1,Mud/Thatch,6,5,0,100.0,56.13,90.52,81.8
28,Dodoma,Rural,Primary,Self-employed,2406907,6,0.65,0.07,1,1,Mud/Thatch,11,1,0,100.0,70.73,84.56,85.12
54,Arusha,Urban,Secondary,Unemployed,373541,5,9.12,0.42,0,0,Concrete/Modern,4,4,0,72.33,73.32,100.0,80.98
53,Dodoma,Urban,No Education,Unemployed,2552550,9,9.21,4.3,1,1,Concrete/Modern,15,5,0,100.0,6.52,100.0,67.28
52,Morogoro,Urban,Primary,Government,1586056,1,0.67,13.76,0,1,Brick/Iron Sheet,4,1,1,100.0,21.82,100.0,72.64
36,Mwanza,Rural,University,Student,1715181,3,35.94,10.08,0,1,Brick/Iron Sheet,11,5,0,89.72,93.97,100.0,94.29
37,Dar es Salaam,Urban,No Education,Self-employed,2412857,2,7.85,20.25,1,0,Brick/Iron Sheet,8,2,0,100.0,0.0,100.0,65.0
35,Zanzibar,Rural,Secondary,Unemployed,1450816,3,8.21,3.75,0,1,Brick/Iron Sheet,6,3,1,100.0,59.06,100.0,85.67
64,Mbeya,Rural,Secondary,Unemployed,2513081,9,7.34,7.75,0,0,Mud/Thatch,10,5,0,100.0,82.28,60.65,82.0
58,Mbeya,Urban,University,Government,2249496,9,9.43,9.18,0,1,Concrete/Modern,11,4,1,100.0,92.78,100.0,97.47
66,Dodoma,Urban,Secondary,Self-employed,870348,2,3.07,5.22,1,0,Mud/Thatch,2,5,1,100.0,69.13,92.57,86.97
31,Morogoro,Urban,Secondary,Self-employed,2673011,3,3.39,2.07,1,1,Concrete/Modern,16,5,0,100.0,95.59,100.0,98.46
32,Mwanza,Rural,College,Self-employed,1006814,4,7.16,3.17,1,1,Brick/Iron Sheet,6,5,0,87.82,81.55,100.0,89.28
48,Kilimanjaro,Urban,Primary,Self-employed,2921058,9,16.43,9.76,1,0,Concrete/Modern,9,5,0,100.0,54.67,100.0,84.13
18,Mbeya,Rural,College,Self-employed,2137171,3,0.51,1.77,0,0,Mud/Thatch,14,4,0,100.0,96.05,70.17,89.67
20,Mwanza,Urban,No Education,Government,558819,7,9.25,12.87,1,1,Concrete/Modern,1,4,0,91.79,0.0,100.0,62.13
33,Dar es Salaam,Rural,University,Private Sector,1308060,3,16.44,1.31,1,1,Brick/Iron Sheet,12,5,0,100.0,100.0,100.0,100.0
40,Mtwara,Rural,Primary,Private Sector,1259065,7,1.71,6.92,0,1,Brick/Iron Sheet,3,3,1,100.0,34.52,99.81,77.02
28,Morogoro,Rural,Secondary,Self-employed,544874,7,0.15,4.98,0,0,Concrete/Modern,17,5,0,67.96,56.03,100.0,73.4
29,Arusha,Rural,Primary,Private Sector,1591341,9,3.75,6.92,0,0,Mud/Thatch,0,4,0,88.46,33.76,67.99,63.17
27,Mwanza,Urban,Secondary,Private Sector,2208701,2,8.87,2.88,1,1,Brick/Iron Sheet,1,2,0,100.0,75.65,100.0,91.48
49,Dar es Salaam,Rural,No Education,Unemployed,2222891,6,1.49,13.49,1,0,Brick/Iron Sheet,1,5,1,100.0,0.0,97.44,64.23
33,Kilimanjaro,Urban,College,Private Sector,907641,9,5.55,5.0,1,1,Brick/Iron Sheet,3,5,0,94.4,82.0,100.0,91.74
25,Zanzibar,Rural,College,Self-employed,2828491,2,8.04,1.7,0,0,Brick/Iron Sheet,2,5,0,100.0,100.0,100.0,100.0
